id,addr,catfathername,catname,block,rootid,price_value,date,sq_price_value,area,winloss
634212,SITE 11 BLOCK 13 1#/F Room H,Whampo,Whampoa Garden,BLOCK 13,2,8300000,13/6/2018,15063.52,551ft<sup>2</sup>,249
634211,BLOCK 10 4/F Room D,Lam Tin,Laguna City,BLOCK 10,2,2000000,13/6/2018,2317.5,863ft<sup>2</sup>,
634210,BLOCK 3 2#/F Room B,Lai Chi Kok,AquaMarine,BLOCK 3,2,2250000,13/6/2018,3373.31,667ft<sup>2</sup>,35
634209,TOWER 2 2#/F Room B,Wong Tai Sin,Lions Rise,TOWER 2,2,13000000,13/6/2018,15476.19,840ft<sup>2</sup>,52
634208,BLOCK 12 1#/F Room F,Wong Tai Sin,Tsui Chuk Garden,BLOCK 12,2,4800000,13/6/2018,10000,480ft<sup>2</sup>,121
634207,7/F Room A,To Kwa Wan,My Place,,2,5100000,13/6/2018,0,,36
634206,BLOCK 3 2#/F Room D,Ngau Chi Wan,Hilltop Gardens,BLOCK 3,2,5990000,13/6/2018,8593.97,697ft<sup>2</sup>,43
634205,BLOCK 2 1#/F Room A,Ngau Chi Wan,Scenic View,BLOCK 2,2,8080000,13/6/2018,12261,659ft<sup>2</sup>,196
634204,BLOCK 5 1#/F Room A,Kowloon Tong,Beverly Villa,BLOCK 5,2,35000000,13/6/2018,20091.85,1742ft<sup>2</sup>,102
634203,BLOCK 1 1#/F Room F,Cheung Sha Wan,Lai Bo Garden,BLOCK 1,2,5100000,13/6/2018,8838.82,577ft<sup>2</sup>,122
634202,TOWER 3 2#/F Room A,Mei Foo,Nob Hill,TOWER 3,2,7650000,13/6/2018,12338.71,620ft<sup>2</sup>,189
634201,1#/F Room D,Mong Kok,Mainway Court,,2,6000000,13/6/2018,12121.21,495ft<sup>2</sup>,68
634200,1#/F Room B,Mong Kok,Sang Fat Mansion,,2,4500000,13/6/2018,9533.9,472ft<sup>2</sup>,126
634199,1#/F Room B,Mong Kok,Kings Court,,2,5180000,13/6/2018,0,,347
634198,1#/F Room B,Tai Kok Tsui,Sun Hon House,,2,5050000,13/6/2018,0,,
634197,8/F Room E,Tsim Sha Tsui,Harbour Pinnacle,,2,12202190,13/6/2018,0,,
634196,BLOCK A 9/F Room 3,Kwun Tong,Hiu Lai Court,BLOCK A,2,5200000,13/6/2018,6250,832ft<sup>2</sup>,372
634195,9/F Room 20,Yau Ma Tei,Alhambra Building,,2,5650000,13/6/2018,0,,
634194,6/F Room E,Yau Ma Tei,Pik Wah Building,,2,2600000,13/6/2018,0,,550
634193,1/F Room F,Tsim Sha Tsui,Lucky Building,,2,5700000,13/6/2018,14250,400ft<sup>2</sup>,25
634192,7/F Room D,Yau Ma Tei,Wing On House,,2,2680000,13/6/2018,0,,31
634191,BLOCK D 2#/F Room 3,Kowloon Bay,Amoy Gardens,BLOCK D,2,6460000,13/6/2018,13402.49,482ft<sup>2</sup>,66
634190,GREENWOOD TOWER 3 2#/F Room E,Hung Hom,Laguna Verde,TOWER 3,2,10520000,13/6/2018,15158.5,694ft<sup>2</sup>,312
634189,BLOCK B 3#/F Room 16,Lam Tin,Hong Nga Court,BLOCK B,2,4720000,13/6/2018,6404.34,737ft<sup>2</sup>,
634188,5/F Room B8,Hung Hom,Loong King Mansion,,2,4680000,13/6/2018,11196.17,418ft<sup>2</sup>,
634187,BLOCK B 1#/F Room 1,Diamond Hill,Sun Lai Garden,BLOCK B,2,5700000,13/6/2018,12751.68,447ft<sup>2</sup>,
634186,BLOCK C 3/F Room 3,Diamond Hill,Sun Lai Garden,BLOCK C,2,6000000,13/6/2018,10327.02,581ft<sup>2</sup>,48
634185,6/F Room 7,Tai Kok Tsui,Boundary Building,,2,2700000,13/6/2018,0,,265
634249,1#/F Room B,To Kwa Wan,Rich Court,,2,4600000,13/6/2018,9255.53,497ft<sup>2</sup>,121
634248,BLOCK 5 3#/F Room F,Tai Kok Tsui,Metro Harbour View,BLOCK 5,2,7400000,13/6/2018,11993.52,617ft<sup>2</sup>,90
634247,1#/F Room C,Mong Kok,Mainway Court,,2,5200000,13/6/2018,10505.05,495ft<sup>2</sup>,63
634246,TOWER 1 1#/F Room A,Ho Man Tin,Parc Regal,TOWER 1,2,17300000,13/6/2018,17369.48,996ft<sup>2</sup>,116
634245,LAGUNA GRANDE TOWER 19 5/F Room A,Hung Hom,Laguna Verde,TOWER 19,2,900000,13/6/2018,1195.22,753ft<sup>2</sup>,77
634244,TOWER 5 2#/F Room F,Hung Hom,Harbour Place,TOWER 5,2,2000000,13/6/2018,3577.82,559ft<sup>2</sup>,46
634243,8/F Room 28,Jordan,Man Yiu Building,,2,6090000,13/6/2018,0,,
634242,BLOCK 5 2#/F Room G,Hung Hom,Royal Peninsula,BLOCK 5,2,11150000,13/6/2018,15170.07,735ft<sup>2</sup>,176
634241,KWAI TUNG HOUSE 8/F Room 12,San Po Kong,Tung Tau (II) Estate,KWAI TUNG HOUSE,2,259000,13/6/2018,0,,
634240,2#/F Room B,Cheung Sha Wan,Shun Fat Building,,2,2958000,13/6/2018,12587.23,235ft<sup>2</sup>,55
634239,6/F Room 2,Tai Kok Tsui,Chung Hing Building,,2,3600000,13/6/2018,8000,450ft<sup>2</sup>,260
634179,6/F Room A,Cheung Sha Wan,Kiu Fai Building,,2,4550000,12/6/2018,11942.26,381ft<sup>2</sup>,286
634178,TOWER 3 2#/F Room E,Ho Man Tin,Mantin Heights,TOWER 3,2,16321400,12/6/2018,0,,
634177,TOWER 8 7/F Room C,Kowloon Tong,One Beacon Hill,TOWER 8,2,29000000,12/6/2018,20209.06,1435ft<sup>2</sup>,84
634176,TOWER 7 5/F Room E,Olympic,Park Avenue,TOWER 7,2,9300000,12/6/2018,15048.54,618ft<sup>2</sup>,37
634175,TOWER 6 3#/F Room F,Olympic,The Long Beach,TOWER 6,2,11600000,12/6/2018,15591.4,744ft<sup>2</sup>,62
634174,TOWER 5 3#/F Room G,Olympic,Harbour Green,TOWER 5,2,9000000,12/6/2018,14586.71,617ft<sup>2</sup>,120
634173,1#/F Room A(旺角道29C號),Mong Kok,Golden Mansion,,2,4600000,12/6/2018,0,,217
634172,3#/F Room C,Sham Shui Po,Maison Rose,,2,5700000,12/6/2018,15616.44,365ft<sup>2</sup>,29
634171,6/F Room D,Mong Kok,Mascot House,,2,4180000,12/6/2018,0,,
634170,8/F Room C1,Ho Man Tin,Mount Trio Court,,2,16600000,12/6/2018,0,,
634169,TOWER 6 1#/F Room E,Ho Man Tin,One Homantin,TOWER 6,2,11593000,12/6/2018,0,,
634168,BLOCK C 5/F Room 10,Kwun Tong,Po Pui Court,BLOCK C,2,3730000,12/6/2018,7242.72,515ft<sup>2</sup>,
634167,BLOCK C 1#/F Room 8,Diamond Hill,Lung Poon Court,BLOCK C,2,5000000,12/6/2018,10416.67,480ft<sup>2</sup>,
634166,BLOCK 3 1#/F Room F,Kowloon Bay,Richland Gardens,BLOCK 3,2,5900000,12/6/2018,12553.19,470ft<sup>2</sup>,69
634165,BLOCK 12 1#/F Room A,San Po Kong,Rhythm Garden,BLOCK 12,2,6250000,12/6/2018,9110.79,686ft<sup>2</sup>,326
634164,BLOCK B 6/F Room B2,Ho Man Tin,Fair Way Garden,BLOCK B,2,13700000,12/6/2018,12287,1115ft<sup>2</sup>,177
634163,1/F Room A,Kowloon City,Yat Hong Court,,2,3250000,12/6/2018,12404.58,262ft<sup>2</sup>,35
634162,5/F Room B,Wong Tai Sin,San Wah Building,,2,2830000,12/6/2018,0,,2
634161,TOWER 7 3#/F Room E,San Po Kong,The Latitude,TOWER 7,2,10000000,12/6/2018,14471.78,691ft<sup>2</sup>,233
634160,4/F Room B,Hung Hom,Palatial Stand,,2,4000000,12/6/2018,9029.35,443ft<sup>2</sup>,33
634159,2/F Room 64A,Sham Shui Po,Shiu Yee House,,2,3600000,12/6/2018,0,,41
634158,7/F Room A,Mong Kok,Sze Hay Mansion,,2,3280000,12/6/2018,0,,447
634157,BLOCK B 1#/F Room 2,Lok Fu,Tak Keung Court,BLOCK B,2,7080000,12/6/2018,9792.53,723ft<sup>2</sup>,
634156,TOWER 1 3#/F Room E,Cheung Sha Wan,Heya Crystal,TOWER 1,2,8600000,12/6/2018,0,,20
634155,3/F Room C,Prince Edward,King On House,,2,3650000,12/6/2018,8528.04,428ft<sup>2</sup>,41
634154,4/F Room 123,Mong Kok,Kin Wong Mansion,,2,5500000,12/6/2018,0,,2
634153,BLOCK 1 8/F Room E,To Kwa Wan,Hung Hom Gardens,BLOCK 1,2,7300000,12/6/2018,12046.2,606ft<sup>2</sup>,40
634152,TOWER 7 6/F Room A,Ho Man Tin,The Zumurud,TOWER 7,2,40032000,12/6/2018,0,,
634151,BLOCK A 1#/F Room A3,Mong Kok,Yan On Building,BLOCK A,2,9100000,12/6/2018,10756.5,846ft<sup>2</sup>,600
634150,BLOCK 28 1#/F Room G,Lam Tin,Laguna City,BLOCK 28,2,1700000,12/6/2018,2660.41,639ft<sup>2</sup>,1
634149,3/F Room A,To Kwa Wan,Yick Man Building,,2,4750000,12/6/2018,0,,
634148,COSTA DEL SOL TOWER 11 1#/F Room E,Hung Hom,Laguna Verde,TOWER 11,2,13000000,12/6/2018,11861.31,1096ft<sup>2</sup>,135
634147,BLOCK B 1#/F Room B,Kowloon Bay,Jade Field Garden,BLOCK B,2,5068000,12/6/2018,11786.05,430ft<sup>2</sup>,116
634146,BLOCK N 1/F Room 14,Kowloon Bay,Telford Garden,BLOCK N,2,1540000,12/6/2018,2516.34,612ft<sup>2</sup>,73
634145,1#/F Room Q,Mong Kok,Cheong Fai Mansion,,2,3000000,12/6/2018,0,,113
634144,C HONG WAH 9/F Room 14,Lam Tin,Hong Wah Court,C HONG WAH,2,5400000,12/6/2018,9391.3,575ft<sup>2</sup>,
634143,BLOCK B 1#/F Room 8,Ngau Chi Wan,King Shan Court,BLOCK B,2,5280000,12/6/2018,10666.67,495ft<sup>2</sup>,
634142,2#/F Room D,Hung Hom,Wuhu Residence,,2,4600000,12/6/2018,14285.71,322ft<sup>2</sup>,31
634141,BLOCK 7 3#/F Room G,Lai Chi Kok,Liberte,BLOCK 7,2,8000000,12/6/2018,11611.03,689ft<sup>2</sup>,196
634140,7/F Room E,Cheung Sha Wan,Hang Ning Court,,2,4100000,12/6/2018,12424.24,330ft<sup>2</sup>,183
634139,BLOCK B 2#/F Room 3,Cheung Sha Wan,Wing Ning Building,BLOCK B,2,4130000,12/6/2018,12111.44,341ft<sup>2</sup>,
634184,BLOCK 3 5#/F Room D,Mei Foo,Manhattan Hill,BLOCK 3,2,11000000,12/6/2018,15363.13,716ft<sup>2</sup>,100
634183,2#/F Room A,Hung Hom,Wuhu Residence,,2,4600000,12/6/2018,13180.52,349ft<sup>2</sup>,24
634182,3/F Room C,To Kwa Wan,Lucky Mansion,,2,4720000,12/6/2018,10654.63,443ft<sup>2</sup>,556
634181,2#/F Room B,Sham Shui Po,Sevilla Crest,,2,4350000,12/6/2018,13722.4,317ft<sup>2</sup>,13
634180,TOWER 1 2#/F Room A,Olympic,The Hermitage,TOWER 1,2,10830000,12/6/2018,5754.52,1882ft<sup>2</sup>,56
634130,TOWER 7 5/F Room A,Ho Man Tin,Mantin Heights,TOWER 7,2,34655100,11/6/2018,0,,
634129,1#/F Room C,Yau Ma Tei,Kam Wah Building,,2,4800000,11/6/2018,0,,380
634128,4/F Room A,Sham Shui Po,Kin Fat House,,2,2870000,11/6/2018,0,,47
634127,2#/F Room A,Hung Hom,Wuhu Residence,,2,5100000,11/6/2018,14613.18,349ft<sup>2</sup>,55
634126,3#/F Room F,Tai Kok Tsui,Lime Stardom,,2,6800000,11/6/2018,13654.62,498ft<sup>2</sup>,42
634125,NO.23 BROADWAY 1#/F Room D,Mei Foo,Mei Foo Sun Chuen,NO.23 BROADWAY,2,6620000,11/6/2018,10343.75,640ft<sup>2</sup>,
634124,BLOCK 2 1#/F Room F,San Po Kong,San Po Kong Plaza,BLOCK 2,2,6200000,11/6/2018,10896.31,569ft<sup>2</sup>,46
634123,NO.11 HUMBERT STREET 1#/F Room A,Mei Foo,Mei Foo Sun Chuen,NO.11 HUMBERT STREET,2,10480000,11/6/2018,10916.67,960ft<sup>2</sup>,202
634122,BLOCK 1 2#/F Room F,Wong Tai Sin,Hsin Kuang Centre,BLOCK 1,2,6380000,11/6/2018,12709.16,502ft<sup>2</sup>,125
634121,BLOCK C 6/F Room C3,Kowloon Bay,Tak Bo Garden,BLOCK C,2,4550000,11/6/2018,11460.96,397ft<sup>2</sup>,296
634120,1#/F Room 17,Diamond Hill,Fung Chuen Court,,2,5250000,11/6/2018,10314.34,509ft<sup>2</sup>,260
634119,BLOCK A 1#/F Room 7,Lam Tin,Hong Nga Court,BLOCK A,2,5638000,11/6/2018,9381.03,601ft<sup>2</sup>,155
634118,BLOCK 2 1#/F Room H,Ngau Chi Wan,Kingsford Terrace,BLOCK 2,2,6180000,11/6/2018,8904.9,694ft<sup>2</sup>,266
634117,1#/F Room A,Jordan,Shui Heung Yuen Apartments,,2,6000000,11/6/2018,0,,45
634116,4#/F Room B,Tai Kok Tsui,Shining Heights,,2,9000000,11/6/2018,11494.25,783ft<sup>2</sup>,96
634115,3/F Room B1,Sham Shui Po,Po Wing Building,,2,4850000,11/6/2018,12696.34,382ft<sup>2</sup>,98
634114,2#/F Room D,Hung Hom,The Met. Focus,,2,5000000,11/6/2018,13623.98,367ft<sup>2</sup>,25
634113,1#/F Room A1,Kowloon Tong,Vista Panorama,,2,30000000,11/6/2018,0,,
634112,6/F Room 1,Sham Shui Po,Fung Fuk House,,2,3900000,11/6/2018,0,,493
634111,BLOCK 5 5/F Room A,Cheung Sha Wan,Manor Centre,BLOCK 5,2,4550000,11/6/2018,13343.11,341ft<sup>2</sup>,76
634110,1#/F Room C,Mong Kok,Grand Excelsior,,2,22600000,11/6/2018,17082.39,1323ft<sup>2</sup>,155
634109,NO.113 BROADWAY 1#/F Room C,Mei Foo,Mei Foo Sun Chuen,NO.113 BROADWAY,2,8980000,11/6/2018,10204.55,880ft<sup>2</sup>,73
634108,1#/F Room D,Hung Hom,Walker Mansion,,2,2638000,11/6/2018,0,,59
634107,9/F Room B,Sham Shui Po,Fuk Sing House,,2,3600000,11/6/2018,0,,
634106,BLOCK 5 4#/F Room A,Tai Kok Tsui,Metro Harbour View,BLOCK 5,2,6630000,11/6/2018,12873.79,515ft<sup>2</sup>,51
634105,TOWER 2 3#/F Room A,Hung Hom,Homantin Hillside,TOWER 2,2,47686000,11/6/2018,0,,
634104,TOWER 5 3#/F Room D,Olympic,Harbour Green,TOWER 5,2,9880000,11/6/2018,15909.82,621ft<sup>2</sup>,127
634103,BLOCK C 3#/F Room C7,Kowloon Bay,Tak Bo Garden,BLOCK C,2,5130000,11/6/2018,12921.91,397ft<sup>2</sup>,147
634102,7/F Room G,Tai Kok Tsui,Shining Heights,,2,6000000,11/6/2018,8450.7,710ft<sup>2</sup>,37
634101,BLOCK D 3#/F Room 5,Wong Tai Sin,Tin Ma Court,BLOCK D,2,4890000,11/6/2018,10584.42,462ft<sup>2</sup>,389
634100,BLOCK A 3#/F Room 7,Kwun Tong,Cheung Wo Court,BLOCK A,2,5200000,11/6/2018,10441.77,498ft<sup>2</sup>,156
634099,1/F Room E,Kwun Tong,Panorama Court ,,2,8300000,11/6/2018,0,,177
634098,BLOCK B 5/F Room B12,Tai Kok Tsui,Ocean Court,BLOCK B,2,5000000,11/6/2018,0,,150
634097,BLOCK 14 2/F Room G,Lam Tin,Laguna City,BLOCK 14,2,7280000,11/6/2018,11392.8,639ft<sup>2</sup>,80
634096,TOWER 7 2#/F Room C,Olympic,The Long Beach,TOWER 7,2,10380000,11/6/2018,13803.19,752ft<sup>2</sup>,31
634095,BLOCK 7 2#/F Room B,Wong Tai Sin,Tsui Chuk Garden,BLOCK 7,2,5500000,11/6/2018,10185.19,540ft<sup>2</sup>,220
634094,TOWER 1 6/F Room B,Prince Edward,Prosperity Court,TOWER 1,2,6358000,11/6/2018,11560,550ft<sup>2</sup>,30
634093,6/F Room K,Sham Shui Po,Ka Wui Building,,2,3990000,11/6/2018,0,,
634092,1#/F Room 22,Jordan,Man Wai Building,,2,5980000,11/6/2018,0,,48
634091,7/F Room C,Sham Shui Po,Sun Ming Court,,2,4000000,11/6/2018,9708.74,412ft<sup>2</sup>,119
634090,BLOCK 7 1/F Room H,Cheung Sha Wan,Manor Centre,BLOCK 7,2,5050000,11/6/2018,13116.88,385ft<sup>2</sup>,64
634089,1#/F Room C,To Kwa Wan,Fok On Court,,2,4600000,11/6/2018,0,,39
634088,TOWER 7 1#/F Room B,Hung Hom,Harbour Place,TOWER 7,2,11480000,11/6/2018,14909.09,770ft<sup>2</sup>,65
634087,1#/F Room 4,Sham Shui Po,Kwong Hing Building,,2,1400000,11/6/2018,0,,40
634086,TOWER E 1#/F Room 2,Diamond Hill,Galaxia,TOWER E,2,9600000,11/6/2018,14634.15,656ft<sup>2</sup>,
634085,2#/F Room 8,Mong Kok,Good Hope Building,,2,5450000,11/6/2018,0,,148
634138,SITE 4 BLOCK 1 1#/F Room C,Whampo,Whampoa Garden,BLOCK 1,2,9800000,11/6/2018,13189.77,743ft<sup>2</sup>,
634137,2/F Room J,Kwun Tong,Hoi King Mansion,,2,5800000,11/6/2018,0,,
634136,BLOCK 17 1#/F Room F,Lam Tin,Sceneway Garden,BLOCK 17,2,10570000,11/6/2018,11577.22,913ft<sup>2</sup>,92
634135,TOWER 1 1/F Room C,Tai Kok Tsui,Glory Court,TOWER 1,2,2800000,11/6/2018,0,,130
634134,BLOCK 14 1#/F Room E,Lam Tin,Laguna City,BLOCK 14,2,9000000,11/6/2018,10501.75,857ft<sup>2</sup>,
634133,2#/F Room C,Hung Hom,8 Baker Court,,2,3500000,11/6/2018,12867.65,272ft<sup>2</sup>,23
634132,1#/F Room B,Sham Shui Po,Hoi Cheung Building,,2,6800000,11/6/2018,9883.72,688ft<sup>2</sup>,240
634131,1#/F Room G,Wong Tai Sin,Che Cheung Building,,2,4650000,11/6/2018,10616.44,438ft<sup>2</sup>,288
636155,1#/F Room 4,Kwun Tong,Kong Hing Court,,2,7000000,8/6/2018,8557.46,818ft<sup>2</sup>,22
636011,8/F Room B,Mong Kok,Kam Mong Building,,2,6800000,8/6/2018,0,,353
634074,7/F Room A,Prince Edward,Oscar Court,,2,6550000,8/6/2018,0,,231
634073,HUNG WAN COURT 9/F Room 8,Hung Hom,United Building,HUNG WAN COURT,2,3300000,8/6/2018,0,,106
634072,3#/F Room G,Mong Kok,Paradise Square,,2,8000000,8/6/2018,13071.9,612ft<sup>2</sup>,146
634071,BLOCK B 2/F Room B4,Tsim Sha Tsui,Tsimshatsui Mansion,BLOCK B,2,5850000,8/6/2018,0,,43
634070,8/F Room B,Sham Shui Po,Hand Wai Court,,2,4480000,8/6/2018,0,,45
634069,5/F Room 49,Kwun Tong,Wah On House (building),,2,3280000,8/6/2018,0,,
634068,BLOCK 10 2#/F Room D,Lam Tin,Sceneway Garden,BLOCK 10,2,10050000,8/6/2018,12835.25,783ft<sup>2</sup>,150
634067,1#/F Room E,Ho Man Tin,Yee King Building,,2,6380000,8/6/2018,13960.61,457ft<sup>2</sup>,24
634066,APARTMENT NO. 11 3#/F Room 11,Ho Man Tin,Celestial Height,APARTMENT NO. 11,2,30880000,8/6/2018,14925.08,2069ft<sup>2</sup>,28
634065,BLOCK G 6/F Room G1,Kowloon Bay,Tak Bo Garden,BLOCK G,2,5180000,8/6/2018,9810.61,528ft<sup>2</sup>,62
634064,TOWER 1 1#/F Room H,To Kwa Wan,Grand waterfront,TOWER 1,2,6400000,8/6/2018,12800,500ft<sup>2</sup>,205
634063,2#/F Room C,Cheung Sha Wan,Charming Garden,,2,5700000,8/6/2018,9405.94,606ft<sup>2</sup>,152
634062,TOWER 2 3#/F Room C,Olympic,Imperial Cullinan,TOWER 2,2,55880000,8/6/2018,23849.77,2343ft<sup>2</sup>,
634061,LE BILLIONNAIRE 4#/F Room B,Kowloon City,Le Billionnaire,,2,11000000,8/6/2018,9458.3,1163ft<sup>2</sup>,9
634060,BLOCK 17 1/F Room F,Lam Tin,Sceneway Garden,BLOCK 17,2,9260000,8/6/2018,10142.39,913ft<sup>2</sup>,199
634059,BLOCK C 1#/F Room 10,Lam Tin,Hong Pak Court,BLOCK C,2,5300000,8/6/2018,10291.26,515ft<sup>2</sup>,628
634058,9/F Room H,Cheung Sha Wan,High One,,2,4400000,8/6/2018,0,,19
634057,TOWER 7 2/F Room A,Ho Man Tin,The Zumurud,TOWER 7,2,35041000,8/6/2018,0,,
634056,TOWER 2 3/F Room C,Ho Man Tin,The Astoria,TOWER 2,2,11300000,8/6/2018,14966.89,755ft<sup>2</sup>,92
634055,VILLA VERDE TOWER 6 6/F Room E,Hung Hom,Laguna Verde,TOWER 6,2,16680000,8/6/2018,14529.62,1148ft<sup>2</sup>,
634054,NO.67 BROADWAY 2#/F Room A,Mei Foo,Mei Foo Sun Chuen,NO.67 BROADWAY,2,8360000,8/6/2018,9288.89,900ft<sup>2</sup>,111
634053,BLOCK C 1#/F Room 2,Wong Tai Sin,Tin Ma Court,BLOCK C,2,5550000,8/6/2018,9788.36,567ft<sup>2</sup>,
634052,BLOCK A 7/F Room A2,Kowloon Bay,Tak Bo Garden,BLOCK A,2,4720000,8/6/2018,11949.37,395ft<sup>2</sup>,148
634051,BLOCK 10 2#/F Room D,Tai Kok Tsui,Metro Harbour View,BLOCK 10,2,6580000,8/6/2018,13186.37,499ft<sup>2</sup>,85
634050,6/F Room 1,Jordan,Man Ying Building,,2,8500000,8/6/2018,0,,250
634049,1#/F Room D,Tsim Sha Tsui,Lucky Building,,2,6230000,8/6/2018,0,,160
634048,TOWER 6B 3#/F Room B,Olympic,Imperial Cullinan,TOWER 6B,2,18050000,8/6/2018,21086.45,856ft<sup>2</sup>,30
634047,3/F Room K,Mong Kok,Cheong Fai Mansion,,2,3800000,8/6/2018,0,,280
634046,BLOCK D 4/F Room 8,Ngau Tau Kok,Lok Nga Court,BLOCK D,2,4930000,8/6/2018,9062.5,544ft<sup>2</sup>,
634045,2#/F Room A,Hung Hom,The Met. Focus,,2,4800000,8/6/2018,13483.15,356ft<sup>2</sup>,38
634044,HOUSE NO.15,Yau Ma Tei,King's Park Hill,HOUSE NO.15,2,123000000,8/6/2018,0,,287
634043,1/F Room C,Sham Shui Po,Chi Tat Building,,2,3320000,8/6/2018,0,,
634042,6/F Room 322,Prince Edward,Jade Building,,2,6780000,8/6/2018,0,,18
634041,BLOCK 31 2/F Room F,Lam Tin,Laguna City,BLOCK 31,2,7650000,8/6/2018,11971.83,639ft<sup>2</sup>,
634040,BLOCK 2 1#/F Room C,Ho Man Tin,Cascades,BLOCK 2,2,8030000,8/6/2018,11722.63,685ft<sup>2</sup>,210
634039,1#/F Room 5,Mong Kok,Ngai Hing Mansion,,2,3080000,8/6/2018,0,,
634038,TOWER 1 1#/F Room D,Olympic,Harbour Green,TOWER 1,2,10500000,8/6/2018,15532.54,676ft<sup>2</sup>,168
634037,1#/F Room B,Ho Man Tin,Paxton,,2,27000000,8/6/2018,0,,
634036,BLOCK E 2#/F Room 4,Wong Tai Sin,Tsz Oi Court,BLOCK E,2,5930000,8/6/2018,7339.11,808ft<sup>2</sup>,295
634035,4/F Room A,Sham Shui Po,Po Hay Building,,2,1500000,8/6/2018,4347.83,345ft<sup>2</sup>,21
634034,BLOCK A 7/F Room 6,Hung Hom,Whampoa Estate,BLOCK A,2,6000000,8/6/2018,11538.46,520ft<sup>2</sup>,
634033,SITE 10 BLOCK 2 1#/F Room C,Whampo,Whampoa Garden,BLOCK 2,2,16200000,8/6/2018,15682.48,1033ft<sup>2</sup>,121
634032,TOWER 6 3#/F Room D,Yau Ma Tei,The Coronation,TOWER 6,2,11000000,8/6/2018,18739.35,587ft<sup>2</sup>,31
634031,TOWER 5 2#/F Room B,Kowloon Station,Sorrento,TOWER 5,2,16000000,8/6/2018,18867.92,848ft<sup>2</sup>,43
634030,1#/F Room D,Mong Kok,Far East Consortium Mongkok Building,,2,4680000,8/6/2018,0,,
634029,1/F Room B3,Kowloon Tong,Beverley Heights,,2,14300000,8/6/2018,11000,1300ft<sup>2</sup>,
634028,ZONE 1 8#/F Room D,Kowloon Station,The Cullinan,ZONE 1,2,92297000,8/6/2018,74613.58,1237ft<sup>2</sup>,238
634027,3/F Room 3,Tai Kok Tsui,Chung Sing Buliding,,2,4530000,8/6/2018,9060,500ft<sup>2</sup>,525
634026,1/F Room B,Tai Kok Tsui,Chee On Building,,2,4150000,8/6/2018,9540.23,435ft<sup>2</sup>,419
634025,BLOCK A 3#/F Room 11,Lam Tin,Hong Nga Court,BLOCK A,2,7830000,8/6/2018,9548.78,820ft<sup>2</sup>,233
634024,6/F Room A,Sham Shui Po,Kent Place,,2,4180000,8/6/2018,9675.93,432ft<sup>2</sup>,90
634023,5/F Room A,Ho Man Tin,Carrie Court,,2,9730000,8/6/2018,11865.85,820ft<sup>2</sup>,30
634022,1#/F Room A,Jordan,Ko Kie Building,,2,4700000,8/6/2018,13202.25,356ft<sup>2</sup>,26
634021,1#/F Room K,Tai Kok Tsui,Lime Stardom,,2,7000000,8/6/2018,13944.22,502ft<sup>2</sup>,56
634020,6/F Room L,Mong Kok,Kwong Fu Building,,2,3780000,8/6/2018,0,,77
634084,TOWER 7 6/F Room F,Ho Man Tin,Mantin Heights,TOWER 7,2,12570200,8/6/2018,0,,
634083,1#/F Room D,Kwun Tong,Kung Lok Building,,2,7860000,8/6/2018,10076.92,780ft<sup>2</sup>,
634082,3/F Room D,Kowloon City,Man Yuen Building,,2,7280000,8/6/2018,0,,593
634081,2#/F Room E,Hung Hom,Yee Fai Building,,2,4000000,8/6/2018,0,,
634080,1#/F Room 14,Mong Kok,Ngai Hing Mansion,,2,8000000,8/6/2018,0,,
634079,TOWER 1 5#/F Room D,Kowloon Station,Sorrento,TOWER 1,2,44000000,8/6/2018,24376.73,1805ft<sup>2</sup>,475
634078,1#/F Room E,To Kwa Wan,Ming Wah Court,,2,5900000,8/6/2018,0,,124
634077,2/F Room F,Ho Man Tin,Lung Man Building,,2,8300000,8/6/2018,0,,
634076,6/F Room 15,Jordan,Man Wai Building,,2,6684250,8/6/2018,0,,4
634075,BLOCK B 2/F Room 4,Kwun Tong,CONNIE TOWERS,BLOCK B,2,4000000,8/6/2018,7532.96,531ft<sup>2</sup>,
633894,BLOCK 5 G/F Room A,Cheung Sha Wan,Villa Carlton,BLOCK 5,2,13100000,7/6/2018,0,,34
633893,TOWER 3 5#/F Room C,Olympic,Hampton Place,TOWER 3,2,8800000,7/6/2018,13728.55,641ft<sup>2</sup>,116
633892,TOWER 3 2#/F Room H,Ho Man Tin,Mantin Heights,TOWER 3,2,33872900,7/6/2018,0,,
633891,2#/F,Kowloon City,Urbana Lofts,,2,6900000,7/6/2018,10470.41,659ft<sup>2</sup>,26
633890,2#/F Room F,Cheung Sha Wan,One New York,,2,7780000,7/6/2018,11896.02,654ft<sup>2</sup>,26
633889,BLOCK 13 1#/F Room G,Lam Tin,Sceneway Garden,BLOCK 13,2,11350000,7/6/2018,12431.54,913ft<sup>2</sup>,242
633888,TOWER 3 3#/F Room E,Kowloon Station,Sorrento,TOWER 3,2,30000000,7/6/2018,23547.88,1274ft<sup>2</sup>,46
633887,TOWER 3 4#/F Room A,Olympic,Harbour Green,TOWER 3,2,9650000,7/6/2018,15440,625ft<sup>2</sup>,72
633886,TOWER 3 5/F Room A,Yau Ma Tei,The Coronation,TOWER 3,2,45880000,7/6/2018,22347.78,2053ft<sup>2</sup>,41
633885,1#/F Room 15,Ngau Chi Wan,Choi Fung Court,,2,5000000,7/6/2018,8576.33,583ft<sup>2</sup>,260
